step,lr,loss,e_rmse,f_rmse,pref_e,pref_f
27600,1.486000e-05,146.088900,0.132500,0.959700,0.000000,0.000000
27700,1.476000e-05,161.026600,0.152800,1.008100,0.000000,0.000000
27800,1.466000e-05,335.233500,0.565400,1.455000,0.000000,0.000000
27900,1.455000e-05,58.305200,0.482700,0.606800,0.000000,0.000000
28000,1.445000e-05,64.816700,0.822100,0.639400,0.000000,0.000000
28100,1.435000e-05,104.415700,0.070500,0.813300,0.000000,0.000000
28200,1.426000e-05,119.645200,0.808800,0.870300,0.000000,0.000000
28300,1.416000e-05,101.171900,0.627200,0.800900,0.000000,0.000000
28400,1.406000e-05,64.779800,0.046700,0.641500,0.000000,0.000000
28500,1.396000e-05,66.500000,0.298100,0.650200,0.000000,0.000000
28600,1.387000e-05,73.774400,0.802300,0.684300,0.000000,0.000000
28700,1.377000e-05,60.717300,0.280900,0.621800,0.000000,0.000000
28800,1.368000e-05,94.778600,0.608400,0.777000,0.000000,0.000000
28900,1.358000e-05,188.518600,0.613400,1.096700,0.000000,0.000000
29000,1.349000e-05,86.263500,0.125700,0.742400,0.000000,0.000000
29100,1.340000e-05,122.350900,0.856700,0.883700,0.000000,0.000000
29200,1.330000e-05,231.210000,0.833500,1.216000,0.000000,0.000000
29300,1.321000e-05,60.318700,0.624400,0.621100,0.000000,0.000000
29400,1.312000e-05,167.518300,0.825300,1.035900,0.000000,0.000000
29500,1.303000e-05,71.306500,0.065300,0.676600,0.000000,0.000000
29600,1.294000e-05,61.735700,0.205000,0.629800,0.000000,0.000000
29700,1.285000e-05,183.585800,0.489600,1.086500,0.000000,0.000000
29800,1.276000e-05,113.735900,0.783900,0.855000,0.000000,0.000000
29900,1.268000e-05,86.094000,0.932800,0.743700,0.000000,0.000000
30000,1.259000e-05,53.040900,1.101900,0.582700,0.000000,0.000000
30100,1.250000e-05,122.746100,1.225500,0.888500,0.000000,0.000000
30200,1.242000e-05,62.061500,0.097100,0.633400,0.000000,0.000000
30300,1.233000e-05,54.027400,0.507800,0.590800,0.000000,0.000000
30400,1.225000e-05,100.590300,1.117700,0.805500,0.000000,0.000000
30500,1.216000e-05,94.989100,0.740000,0.784000,0.000000,0.000000
30600,1.208000e-05,63.809400,0.010900,0.643500,0.000000,0.000000
30700,1.199000e-05,53.759200,0.492900,0.590500,0.000000,0.000000
30800,1.191000e-05,101.546200,0.548600,0.812100,0.000000,0.000000
30900,1.183000e-05,67.743900,0.747900,0.663100,0.000000,0.000000
31000,1.175000e-05,54.435800,0.814100,0.594300,0.000000,0.000000
31100,1.167000e-05,52.580800,0.154900,0.585500,0.000000,0.000000
31200,1.159000e-05,56.862100,0.080900,0.609200,0.000000,0.000000
